"Result","T","T_0","U:0","U:1","U:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-5.64332e+01,6.41092e-25,6.41092e-25,9.47155e-02,0.00000e+00,0.00000e+00,1,1.26906e+01,1.26906e+01,9.55614e-01,0.00000e+00
-5.66174e+01,3.42136e-25,3.42136e-25,9.47155e-02,0.00000e+00,0.00000e+00,1,1.27288e+01,1.27288e+01,9.55614e-01,0.00000e+00
-5.68031e+01,2.33223e-25,2.33223e-25,9.47155e-02,0.00000e+00,0.00000e+00,1,1.27670e+01,1.27670e+01,9.55614e-01,0.00000e+00
-5.69896e+01,2.19324e-25,2.19324e-25,9.47155e-02,0.00000e+00,0.00000e+00,1,1.28052e+01,1.28052e+01,9.55614e-01,0.00000e+00
-5.71761e+01,2.05425e-25,2.05425e-25,9.47155e-02,0.00000e+00,0.00000e+00,1,1.28435e+01,1.28435e+01,9.55614e-01,0.00000e+00
-5.73625e+01,1.91526e-25,1.91526e-25,9.47155e-02,0.00000e+00,0.00000e+00,1,1.28817e+01,1.28817e+01,9.55614e-01,0.00000e+00
-5.75490e+01,1.77627e-25,1.77627e-25,9.47155e-02,0.00000e+00,0.00000e+00,1,1.29199e+01,1.29199e+01,9.55614e-01,0.00000e+00
-5.77354e+01,1.63728e-25,1.63728e-25,9.47155e-02,0.00000e+00,0.00000e+00,1,1.29581e+01,1.29581e+01,9.55614e-01,0.00000e+00
-5.79219e+01,1.49830e-25,1.49830e-25,9.47155e-02,0.00000e+00,0.00000e+00,1,1.29964e+01,1.29964e+01,9.55614e-01,0.00000e+00
-5.81083e+01,1.35931e-25,1.35931e-25,9.47155e-02,0.00000e+00,0.00000e+00,1,1.30346e+01,1.30346e+01,9.55614e-01,0.00000e+00
-5.82948e+01,1.22032e-25,1.22032e-25,9.47155e-02,0.00000e+00,0.00000e+00,1,1.30728e+01,1.30728e+01,9.55614e-01,0.00000e+00
-5.84812e+01,1.08133e-25,1.08133e-25,9.47155e-02,0.00000e+00,0.00000e+00,1,1.31110e+01,1.31110e+01,9.55614e-01,0.00000e+00
-5.86677e+01,9.42347e-26,9.42347e-26,9.47155e-02,0.00000e+00,0.00000e+00,1,1.31492e+01,1.31492e+01,9.55614e-01,0.00000e+00
-5.88541e+01,8.03356e-26,8.03356e-26,9.47155e-02,0.00000e+00,0.00000e+00,1,1.31875e+01,1.31875e+01,9.55614e-01,0.00000e+00
-5.90406e+01,6.64369e-26,6.64369e-26,9.47155e-02,0.00000e+00,0.00000e+00,1,1.32257e+01,1.32257e+01,9.55614e-01,0.00000e+00
-5.92271e+01,5.25379e-26,5.25379e-26,9.47155e-02,0.00000e+00,0.00000e+00,1,1.32639e+01,1.32639e+01,9.55614e-01,0.00000e+00
-5.94135e+01,3.86392e-26,3.86392e-26,9.47155e-02,0.00000e+00,0.00000e+00,1,1.33021e+01,1.33021e+01,9.55614e-01,0.00000e+00
-5.96000e+01,2.47405e-26,2.47405e-26,9.47155e-02,0.00000e+00,0.00000e+00,1,1.33404e+01,1.33404e+01,9.55614e-01,0.00000e+00
-5.97864e+01,1.08415e-26,1.08415e-26,9.47155e-02,0.00000e+00,0.00000e+00,1,1.33786e+01,1.33786e+01,9.55614e-01,0.00000e+00
-5.99751e+01,1.02190e-26,1.02190e-26,9.47155e-02,0.00000e+00,0.00000e+00,1,1.34168e+01,1.34168e+01,9.55614e-01,0.00000e+00
-6.01638e+01,9.59657e-27,9.59657e-27,9.47155e-02,0.00000e+00,0.00000e+00,1,1.34550e+01,1.34550e+01,9.55614e-01,0.00000e+00
-6.03524e+01,8.97410e-27,8.97410e-27,9.47155e-02,0.00000e+00,0.00000e+00,1,1.34933e+01,1.34933e+01,9.55614e-01,0.00000e+00
-6.05411e+01,8.35164e-27,8.35164e-27,9.47155e-02,0.00000e+00,0.00000e+00,1,1.35315e+01,1.35315e+01,9.55614e-01,0.00000e+00
-6.07298e+01,7.72919e-27,7.72919e-27,9.47155e-02,0.00000e+00,0.00000e+00,1,1.35697e+01,1.35697e+01,9.55614e-01,0.00000e+00
-6.09184e+01,7.10671e-27,7.10671e-27,9.47155e-02,0.00000e+00,0.00000e+00,1,1.36079e+01,1.36079e+01,9.55614e-01,0.00000e+00
-6.11071e+01,6.48426e-27,6.48426e-27,9.47155e-02,0.00000e+00,0.00000e+00,1,1.36462e+01,1.36462e+01,9.55614e-01,0.00000e+00
-6.12958e+01,5.86180e-27,5.86180e-27,9.47155e-02,0.00000e+00,0.00000e+00,1,1.36844e+01,1.36844e+01,9.55614e-01,0.00000e+00
-6.14845e+01,5.23933e-27,5.23933e-27,9.47155e-02,0.00000e+00,0.00000e+00,1,1.37226e+01,1.37226e+01,9.55614e-01,0.00000e+00
-6.16731e+01,4.61688e-27,4.61688e-27,9.47155e-02,0.00000e+00,0.00000e+00,1,1.37608e+01,1.37608e+01,9.55614e-01,0.00000e+00
-6.18618e+01,3.99441e-27,3.99441e-27,9.47155e-02,0.00000e+00,0.00000e+00,1,1.37991e+01,1.37991e+01,9.55614e-01,0.00000e+00
-6.20505e+01,3.37195e-27,3.37195e-27,9.47155e-02,0.00000e+00,0.00000e+00,1,1.38373e+01,1.38373e+01,9.55614e-01,0.00000e+00
-6.22391e+01,2.74950e-27,2.74950e-27,9.47155e-02,0.00000e+00,0.00000e+00,1,1.38755e+01,1.38755e+01,9.55614e-01,0.00000e+00
-6.24278e+01,2.12702e-27,2.12702e-27,9.47155e-02,0.00000e+00,0.00000e+00,1,1.39137e+01,1.39137e+01,9.55614e-01,0.00000e+00
-6.26165e+01,1.50457e-27,1.50457e-27,9.47155e-02,0.00000e+00,0.00000e+00,1,1.39520e+01,1.39520e+01,9.55614e-01,0.00000e+00
-6.28051e+01,8.82114e-28,8.82114e-28,9.47155e-02,0.00000e+00,0.00000e+00,1,1.39902e+01,1.39902e+01,9.55614e-01,0.00000e+00
-6.29945e+01,4.58183e-28,4.58183e-28,9.47155e-02,0.00000e+00,0.00000e+00,1,1.40284e+01,1.40284e+01,9.55614e-01,0.00000e+00
-6.31854e+01,4.31320e-28,4.31320e-28,9.47155e-02,0.00000e+00,0.00000e+00,1,1.40666e+01,1.40666e+01,9.55614e-01,0.00000e+00
-6.33763e+01,4.04456e-28,4.04456e-28,9.47155e-02,0.00000e+00,0.00000e+00,1,1.41049e+01,1.41049e+01,9.55614e-01,0.00000e+00
-6.35671e+01,3.77592e-28,3.77592e-28,9.47155e-02,0.00000e+00,0.00000e+00,1,1.41431e+01,1.41431e+01,9.55614e-01,0.00000e+00
-6.37580e+01,3.50729e-28,3.50729e-28,9.47155e-02,0.00000e+00,0.00000e+00,1,1.41813e+01,1.41813e+01,9.55614e-01,0.00000e+00
-6.39488e+01,3.23865e-28,3.23865e-28,9.47155e-02,0.00000e+00,0.00000e+00,1,1.42195e+01,1.42195e+01,9.55614e-01,0.00000e+00
-6.41397e+01,2.97001e-28,2.97001e-28,9.47155e-02,0.00000e+00,0.00000e+00,1,1.42578e+01,1.42578e+01,9.55614e-01,0.00000e+00
-6.43305e+01,2.70137e-28,2.70137e-28,9.47155e-02,0.00000e+00,0.00000e+00,1,1.42960e+01,1.42960e+01,9.55614e-01,0.00000e+00
-6.45214e+01,2.43274e-28,2.43274e-28,9.47155e-02,0.00000e+00,0.00000e+00,1,1.43342e+01,1.43342e+01,9.55614e-01,0.00000e+00
-6.47122e+01,2.16410e-28,2.16410e-28,9.47155e-02,0.00000e+00,0.00000e+00,1,1.43724e+01,1.43724e+01,9.55614e-01,0.00000e+00
-6.49031e+01,1.89546e-28,1.89546e-28,9.47155e-02,0.00000e+00,0.00000e+00,1,1.44107e+01,1.44107e+01,9.55614e-01,0.00000e+00
-6.50939e+01,1.62682e-28,1.62682e-28,9.47155e-02,0.00000e+00,0.00000e+00,1,1.44489e+01,1.44489e+01,9.55614e-01,0.00000e+00
-6.52848e+01,1.35818e-28,1.35818e-28,9.47155e-02,0.00000e+00,0.00000e+00,1,1.44871e+01,1.44871e+01,9.55614e-01,0.00000e+00
-6.54756e+01,1.08955e-28,1.08955e-28,9.47155e-02,0.00000e+00,0.00000e+00,1,1.45253e+01,1.45253e+01,9.55614e-01,0.00000e+00
-6.56665e+01,8.20907e-29,8.20907e-29,9.47155e-02,0.00000e+00,0.00000e+00,1,1.45636e+01,1.45636e+01,9.55614e-01,0.00000e+00
-6.58574e+01,5.52272e-29,5.52272e-29,9.47155e-02,0.00000e+00,0.00000e+00,1,1.46018e+01,1.46018e+01,9.55614e-01,0.00000e+00
-6.60482e+01,2.83637e-29,2.83637e-29,9.47155e-02,0.00000e+00,0.00000e+00,1,1.46400e+01,1.46400e+01,9.55614e-01,0.00000e+00
-6.62405e+01,1.86635e-29,1.86635e-29,9.47155e-02,0.00000e+00,0.00000e+00,1,1.46782e+01,1.46782e+01,9.55614e-01,0.00000e+00
-6.64335e+01,1.75457e-29,1.75457e-29,9.47155e-02,0.00000e+00,0.00000e+00,1,1.47165e+01,1.47165e+01,9.55614e-01,0.00000e+00
-6.66265e+01,1.64279e-29,1.64279e-29,9.47155e-02,0.00000e+00,0.00000e+00,1,1.47547e+01,1.47547e+01,9.55614e-01,0.00000e+00
-6.68195e+01,1.53100e-29,1.53100e-29,9.47155e-02,0.00000e+00,0.00000e+00,1,1.47929e+01,1.47929e+01,9.55614e-01,0.00000e+00
-6.70125e+01,1.41922e-29,1.41922e-29,9.47155e-02,0.00000e+00,0.00000e+00,1,1.48311e+01,1.48311e+01,9.55614e-01,0.00000e+00
-6.72055e+01,1.30743e-29,1.30743e-29,9.47155e-02,0.00000e+00,0.00000e+00,1,1.48694e+01,1.48694e+01,9.55614e-01,0.00000e+00
-6.73985e+01,1.19565e-29,1.19565e-29,9.47155e-02,0.00000e+00,0.00000e+00,1,1.49076e+01,1.49076e+01,9.55614e-01,0.00000e+00
-6.75915e+01,1.08387e-29,1.08387e-29,9.47155e-02,0.00000e+00,0.00000e+00,1,1.49458e+01,1.49458e+01,9.55614e-01,0.00000e+00
-6.77845e+01,9.72079e-30,9.72079e-30,9.47155e-02,0.00000e+00,0.00000e+00,1,1.49840e+01,1.49840e+01,9.55614e-01,0.00000e+00
-6.79775e+01,8.60296e-30,8.60296e-30,9.47155e-02,0.00000e+00,0.00000e+00,1,1.50223e+01,1.50223e+01,9.55614e-01,0.00000e+00
-6.81705e+01,7.48513e-30,7.48513e-30,9.47155e-02,0.00000e+00,0.00000e+00,1,1.50605e+01,1.50605e+01,9.55614e-01,0.00000e+00
-6.83635e+01,6.36727e-30,6.36727e-30,9.47155e-02,0.00000e+00,0.00000e+00,1,1.50987e+01,1.50987e+01,9.55614e-01,0.00000e+00
-6.85565e+01,5.24944e-30,5.24944e-30,9.47155e-02,0.00000e+00,0.00000e+00,1,1.51369e+01,1.51369e+01,9.55614e-01,0.00000e+00
-6.87495e+01,4.13161e-30,4.13161e-30,9.47155e-02,0.00000e+00,0.00000e+00,1,1.51751e+01,1.51751e+01,9.55614e-01,0.00000e+00
-6.89425e+01,3.01375e-30,3.01375e-30,9.47155e-02,0.00000e+00,0.00000e+00,1,1.52134e+01,1.52134e+01,9.55614e-01,0.00000e+00
-6.91355e+01,1.89592e-30,1.89592e-30,9.47155e-02,0.00000e+00,0.00000e+00,1,1.52516e+01,1.52516e+01,9.55614e-01,0.00000e+00
-6.93285e+01,7.78088e-31,7.78088e-31,9.47155e-02,0.00000e+00,0.00000e+00,1,1.52898e+01,1.52898e+01,9.55614e-01,0.00000e+00
-6.95236e+01,7.33209e-31,7.33209e-31,9.47155e-02,0.00000e+00,0.00000e+00,1,1.53280e+01,1.53280e+01,9.55614e-01,0.00000e+00
-6.97187e+01,6.88331e-31,6.88331e-31,9.47155e-02,0.00000e+00,0.00000e+00,1,1.53663e+01,1.53663e+01,9.55614e-01,0.00000e+00
-6.99138e+01,6.43454e-31,6.43454e-31,9.47155e-02,0.00000e+00,0.00000e+00,1,1.54045e+01,1.54045e+01,9.55614e-01,0.00000e+00
-7.01089e+01,5.98575e-31,5.98575e-31,9.47155e-02,0.00000e+00,0.00000e+00,1,1.54427e+01,1.54427e+01,9.55614e-01,0.00000e+00
-7.03040e+01,5.53697e-31,5.53697e-31,9.47155e-02,0.00000e+00,0.00000e+00,1,1.54809e+01,1.54809e+01,9.55614e-01,0.00000e+00
-7.04991e+01,5.08818e-31,5.08818e-31,9.47155e-02,0.00000e+00,0.00000e+00,1,1.55192e+01,1.55192e+01,9.55614e-01,0.00000e+00
-7.06942e+01,4.63941e-31,4.63941e-31,9.47155e-02,0.00000e+00,0.00000e+00,1,1.55574e+01,1.55574e+01,9.55614e-01,0.00000e+00
-7.08893e+01,4.19063e-31,4.19063e-31,9.47155e-02,0.00000e+00,0.00000e+00,1,1.55956e+01,1.55956e+01,9.55614e-01,0.00000e+00
-7.10844e+01,3.74184e-31,3.74184e-31,9.47155e-02,0.00000e+00,0.00000e+00,1,1.56338e+01,1.56338e+01,9.55614e-01,0.00000e+00
-7.12795e+01,3.29307e-31,3.29307e-31,9.47155e-02,0.00000e+00,0.00000e+00,1,1.56721e+01,1.56721e+01,9.55614e-01,0.00000e+00
-7.14746e+01,2.84429e-31,2.84429e-31,9.47155e-02,0.00000e+00,0.00000e+00,1,1.57103e+01,1.57103e+01,9.55614e-01,0.00000e+00
-7.16697e+01,2.39550e-31,2.39550e-31,9.47155e-02,0.00000e+00,0.00000e+00,1,1.57485e+01,1.57485e+01,9.55614e-01,0.00000e+00
-7.18648e+01,1.94673e-31,1.94673e-31,9.47155e-02,0.00000e+00,0.00000e+00,1,1.57867e+01,1.57867e+01,9.55614e-01,0.00000e+00
-7.20599e+01,1.49795e-31,1.49795e-31,9.47155e-02,0.00000e+00,0.00000e+00,1,1.58250e+01,1.58250e+01,9.55614e-01,0.00000e+00
-7.22550e+01,1.04916e-31,1.04916e-31,9.47155e-02,0.00000e+00,0.00000e+00,1,1.58632e+01,1.58632e+01,9.55614e-01,0.00000e+00
-7.24501e+01,6.00388e-32,6.00388e-32,9.47155e-02,0.00000e+00,0.00000e+00,1,1.59014e+01,1.59014e+01,9.55614e-01,0.00000e+00
-7.26458e+01,2.95401e-32,2.95401e-32,9.47155e-02,0.00000e+00,0.00000e+00,1,1.59396e+01,1.59396e+01,9.55614e-01,0.00000e+00
-7.28430e+01,2.78005e-32,2.78005e-32,9.47155e-02,0.00000e+00,0.00000e+00,1,1.59779e+01,1.59779e+01,9.55614e-01,0.00000e+00
-7.30401e+01,2.60609e-32,2.60609e-32,9.47155e-02,0.00000e+00,0.00000e+00,1,1.60161e+01,1.60161e+01,9.55614e-01,0.00000e+00
-7.32373e+01,2.43213e-32,2.43213e-32,9.47155e-02,0.00000e+00,0.00000e+00,1,1.60543e+01,1.60543e+01,9.55614e-01,0.00000e+00
-7.34344e+01,2.25818e-32,2.25818e-32,9.47155e-02,0.00000e+00,0.00000e+00,1,1.60925e+01,1.60925e+01,9.55614e-01,0.00000e+00
-7.36316e+01,2.08421e-32,2.08421e-32,9.47155e-02,0.00000e+00,0.00000e+00,1,1.61308e+01,1.61308e+01,9.55614e-01,0.00000e+00
-7.38288e+01,1.91025e-32,1.91025e-32,9.47155e-02,0.00000e+00,0.00000e+00,1,1.61690e+01,1.61690e+01,9.55614e-01,0.00000e+00
-7.40259e+01,1.73630e-32,1.73630e-32,9.47155e-02,0.00000e+00,0.00000e+00,1,1.62072e+01,1.62072e+01,9.55614e-01,0.00000e+00
-7.42231e+01,1.56234e-32,1.56234e-32,9.47155e-02,0.00000e+00,0.00000e+00,1,1.62454e+01,1.62454e+01,9.55614e-01,0.00000e+00
-7.44202e+01,1.38837e-32,1.38837e-32,9.47155e-02,0.00000e+00,0.00000e+00,1,1.62837e+01,1.62837e+01,9.55614e-01,0.00000e+00
-7.46174e+01,1.21441e-32,1.21441e-32,9.47155e-02,0.00000e+00,0.00000e+00,1,1.63219e+01,1.63219e+01,9.55614e-01,0.00000e+00
-7.48145e+01,1.04046e-32,1.04046e-32,9.47155e-02,0.00000e+00,0.00000e+00,1,1.63601e+01,1.63601e+01,9.55614e-01,0.00000e+00
-7.50117e+01,8.66496e-33,8.66496e-33,9.47155e-02,0.00000e+00,0.00000e+00,1,1.63983e+01,1.63983e+01,9.55614e-01,0.00000e+00
-7.52088e+01,6.92533e-33,6.92533e-33,9.47155e-02,0.00000e+00,0.00000e+00,1,1.64366e+01,1.64366e+01,9.55614e-01,0.00000e+00
-7.54060e+01,5.18580e-33,5.18580e-33,9.47155e-02,0.00000e+00,0.00000e+00,1,1.64748e+01,1.64748e+01,9.55614e-01,0.00000e+00
-7.56031e+01,3.44617e-33,3.44617e-33,9.47155e-02,0.00000e+00,0.00000e+00,1,1.65130e+01,1.65130e+01,9.55614e-01,0.00000e+00
-7.58003e+01,1.70655e-33,1.70655e-33,9.47155e-02,0.00000e+00,0.00000e+00,1,1.65512e+01,1.65512e+01,9.55614e-01,0.00000e+00
-7.59988e+01,1.08327e-33,1.08327e-33,9.47155e-02,0.00000e+00,0.00000e+00,1,1.65895e+01,1.65895e+01,9.55614e-01,0.00000e+00
-7.61979e+01,1.01811e-33,1.01811e-33,9.47155e-02,0.00000e+00,0.00000e+00,1,1.66277e+01,1.66277e+01,9.55614e-01,0.00000e+00
-7.63971e+01,9.52953e-34,9.52953e-34,9.47155e-02,0.00000e+00,0.00000e+00,1,1.66659e+01,1.66659e+01,9.55614e-01,0.00000e+00
-7.65963e+01,8.87799e-34,8.87799e-34,9.47155e-02,0.00000e+00,0.00000e+00,1,1.67041e+01,1.67041e+01,9.55614e-01,0.00000e+00
-7.67954e+01,8.22641e-34,8.22641e-34,9.47155e-02,0.00000e+00,0.00000e+00,1,1.67424e+01,1.67424e+01,9.55614e-01,0.00000e+00
-7.69946e+01,7.57483e-34,7.57483e-34,9.47155e-02,0.00000e+00,0.00000e+00,1,1.67806e+01,1.67806e+01,9.55614e-01,0.00000e+00
-7.71937e+01,6.92329e-34,6.92329e-34,9.47155e-02,0.00000e+00,0.00000e+00,1,1.68188e+01,1.68188e+01,9.55614e-01,0.00000e+00
-7.73929e+01,6.27171e-34,6.27171e-34,9.47155e-02,0.00000e+00,0.00000e+00,1,1.68570e+01,1.68570e+01,9.55614e-01,0.00000e+00
-7.75921e+01,5.62013e-34,5.62013e-34,9.47155e-02,0.00000e+00,0.00000e+00,1,1.68953e+01,1.68953e+01,9.55614e-01,0.00000e+00
-7.77912e+01,4.96859e-34,4.96859e-34,9.47155e-02,0.00000e+00,0.00000e+00,1,1.69335e+01,1.69335e+01,9.55614e-01,0.00000e+00
-7.79904e+01,4.31701e-34,4.31701e-34,9.47155e-02,0.00000e+00,0.00000e+00,1,1.69717e+01,1.69717e+01,9.55614e-01,0.00000e+00
-7.81895e+01,3.66543e-34,3.66543e-34,9.47155e-02,0.00000e+00,0.00000e+00,1,1.70099e+01,1.70099e+01,9.55614e-01,0.00000e+00
-7.83887e+01,3.01388e-34,3.01388e-34,9.47155e-02,0.00000e+00,0.00000e+00,1,1.70482e+01,1.70482e+01,9.55614e-01,0.00000e+00
-7.85879e+01,2.36231e-34,2.36231e-34,9.47155e-02,0.00000e+00,0.00000e+00,1,1.70864e+01,1.70864e+01,9.55614e-01,0.00000e+00
-7.87870e+01,1.71073e-34,1.71073e-34,9.47155e-02,0.00000e+00,0.00000e+00,1,1.71246e+01,1.71246e+01,9.55614e-01,0.00000e+00
-7.89862e+01,1.05918e-34,1.05918e-34,9.47155e-02,0.00000e+00,0.00000e+00,1,1.71628e+01,1.71628e+01,9.55614e-01,0.00000e+00
-7.91853e+01,4.07606e-35,4.07606e-35,9.47155e-02,0.00000e+00,0.00000e+00,1,1.72011e+01,1.72011e+01,9.55614e-01,0.00000e+00
-7.93865e+01,3.84005e-35,3.84005e-35,9.47155e-02,0.00000e+00,0.00000e+00,1,1.72393e+01,1.72393e+01,9.55614e-01,0.00000e+00
-7.95876e+01,3.60406e-35,3.60406e-35,9.47155e-02,0.00000e+00,0.00000e+00,1,1.72775e+01,1.72775e+01,9.55614e-01,0.00000e+00
-7.97887e+01,3.36806e-35,3.36806e-35,9.47155e-02,0.00000e+00,0.00000e+00,1,1.73157e+01,1.73157e+01,9.55614e-01,0.00000e+00
-7.99898e+01,3.13205e-35,3.13205e-35,9.47155e-02,0.00000e+00,0.00000e+00,1,1.73540e+01,1.73540e+01,9.55614e-01,0.00000e+00
-8.01909e+01,2.89606e-35,2.89606e-35,9.47155e-02,0.00000e+00,0.00000e+00,1,1.73922e+01,1.73922e+01,9.55614e-01,0.00000e+00
-8.03921e+01,2.66006e-35,2.66006e-35,9.47155e-02,0.00000e+00,0.00000e+00,1,1.74304e+01,1.74304e+01,9.55614e-01,0.00000e+00
-8.05932e+01,2.42405e-35,2.42405e-35,9.47155e-02,0.00000e+00,0.00000e+00,1,1.74686e+01,1.74686e+01,9.55614e-01,0.00000e+00
-8.07943e+01,2.18805e-35,2.18805e-35,9.47155e-02,0.00000e+00,0.00000e+00,1,1.75068e+01,1.75068e+01,9.55614e-01,0.00000e+00
-8.09954e+01,1.95206e-35,1.95206e-35,9.47155e-02,0.00000e+00,0.00000e+00,1,1.75451e+01,1.75451e+01,9.55614e-01,0.00000e+00
-8.11965e+01,1.71605e-35,1.71605e-35,9.47155e-02,0.00000e+00,0.00000e+00,1,1.75833e+01,1.75833e+01,9.55614e-01,0.00000e+00
-8.13977e+01,1.48005e-35,1.48005e-35,9.47155e-02,0.00000e+00,0.00000e+00,1,1.76215e+01,1.76215e+01,9.55614e-01,0.00000e+00
-8.15988e+01,1.24406e-35,1.24406e-35,9.47155e-02,0.00000e+00,0.00000e+00,1,1.76597e+01,1.76597e+01,9.55614e-01,0.00000e+00
-8.17999e+01,1.00805e-35,1.00805e-35,9.47155e-02,0.00000e+00,0.00000e+00,1,1.76980e+01,1.76980e+01,9.55614e-01,0.00000e+00
-8.20010e+01,7.72047e-36,7.72047e-36,9.47155e-02,0.00000e+00,0.00000e+00,1,1.77362e+01,1.77362e+01,9.55614e-01,0.00000e+00
-8.22021e+01,5.36055e-36,5.36055e-36,9.47155e-02,0.00000e+00,0.00000e+00,1,1.77744e+01,1.77744e+01,9.55614e-01,0.00000e+00
-8.24033e+01,3.00051e-36,3.00051e-36,9.47155e-02,0.00000e+00,0.00000e+00,1,1.78126e+01,1.78126e+01,9.55614e-01,0.00000e+00
-8.26050e+01,1.39965e-36,1.39965e-36,9.47155e-02,0.00000e+00,0.00000e+00,1,1.78509e+01,1.78509e+01,9.55614e-01,0.00000e+00
-8.28080e+01,1.31692e-36,1.31692e-36,9.47155e-02,0.00000e+00,0.00000e+00,1,1.78891e+01,1.78891e+01,9.55614e-01,0.00000e+00
-8.30111e+01,1.23419e-36,1.23419e-36,9.47155e-02,0.00000e+00,0.00000e+00,1,1.79273e+01,1.79273e+01,9.55614e-01,0.00000e+00
-8.32141e+01,1.15146e-36,1.15146e-36,9.47155e-02,0.00000e+00,0.00000e+00,1,1.79655e+01,1.79655e+01,9.55614e-01,0.00000e+00
-8.34172e+01,1.06874e-36,1.06874e-36,9.47155e-02,0.00000e+00,0.00000e+00,1,1.80038e+01,1.80038e+01,9.55614e-01,0.00000e+00
-8.36202e+01,9.86004e-37,9.86004e-37,9.47155e-02,0.00000e+00,0.00000e+00,1,1.80420e+01,1.80420e+01,9.55614e-01,0.00000e+00
-8.38232e+01,9.03273e-37,9.03273e-37,9.47155e-02,0.00000e+00,0.00000e+00,1,1.80802e+01,1.80802e+01,9.55614e-01,0.00000e+00
-8.40263e+01,8.20547e-37,8.20547e-37,9.47155e-02,0.00000e+00,0.00000e+00,1,1.81184e+01,1.81184e+01,9.55614e-01,0.00000e+00
-8.42293e+01,7.37816e-37,7.37816e-37,9.47155e-02,0.00000e+00,0.00000e+00,1,1.81567e+01,1.81567e+01,9.55614e-01,0.00000e+00
-8.44324e+01,6.55085e-37,6.55085e-37,9.47155e-02,0.00000e+00,0.00000e+00,1,1.81949e+01,1.81949e+01,9.55614e-01,0.00000e+00
-8.46354e+01,5.72358e-37,5.72358e-37,9.47155e-02,0.00000e+00,0.00000e+00,1,1.82331e+01,1.82331e+01,9.55614e-01,0.00000e+00
-8.48384e+01,4.89627e-37,4.89627e-37,9.47155e-02,0.00000e+00,0.00000e+00,1,1.82713e+01,1.82713e+01,9.55614e-01,0.00000e+00
-8.50415e+01,4.06896e-37,4.06896e-37,9.47155e-02,0.00000e+00,0.00000e+00,1,1.83096e+01,1.83096e+01,9.55614e-01,0.00000e+00
-8.52445e+01,3.24169e-37,3.24169e-37,9.47155e-02,0.00000e+00,0.00000e+00,1,1.83478e+01,1.83478e+01,9.55614e-01,0.00000e+00
-8.54475e+01,2.41438e-37,2.41438e-37,9.47155e-02,0.00000e+00,0.00000e+00,1,1.83860e+01,1.83860e+01,9.55614e-01,0.00000e+00
-8.56506e+01,1.58707e-37,1.58707e-37,9.47155e-02,0.00000e+00,0.00000e+00,1,1.84242e+01,1.84242e+01,9.55614e-01,0.00000e+00
-8.58536e+01,7.59803e-38,7.59803e-38,9.47155e-02,0.00000e+00,0.00000e+00,1,1.84625e+01,1.84625e+01,9.55614e-01,0.00000e+00
-8.60316e+01,4.65874e-38,4.65874e-38,9.47155e-02,0.00000e+00,0.00000e+00,1,1.85007e+01,1.85007e+01,9.55614e-01,0.00000e+00
-8.61971e+01,4.38675e-38,4.38675e-38,9.47155e-02,0.00000e+00,0.00000e+00,1,1.85389e+01,1.85389e+01,9.55614e-01,0.00000e+00
-8.63626e+01,4.11476e-38,4.11476e-38,9.47155e-02,0.00000e+00,0.00000e+00,1,1.85771e+01,1.85771e+01,9.55614e-01,0.00000e+00
-8.65280e+01,3.84278e-38,3.84278e-38,9.47155e-02,0.00000e+00,0.00000e+00,1,1.86154e+01,1.86154e+01,9.55614e-01,0.00000e+00
-8.66935e+01,3.57080e-38,3.57080e-38,9.47155e-02,0.00000e+00,0.00000e+00,1,1.86536e+01,1.86536e+01,9.55614e-01,0.00000e+00
-8.68590e+01,3.29881e-38,3.29881e-38,9.47155e-02,0.00000e+00,0.00000e+00,1,1.86918e+01,1.86918e+01,9.55614e-01,0.00000e+00
-8.70245e+01,3.02683e-38,3.02683e-38,9.47155e-02,0.00000e+00,0.00000e+00,1,1.87300e+01,1.87300e+01,9.55614e-01,0.00000e+00
-8.71899e+01,2.75484e-38,2.75484e-38,9.47155e-02,0.00000e+00,0.00000e+00,1,1.87683e+01,1.87683e+01,9.55614e-01,0.00000e+00
-8.73554e+01,2.48286e-38,2.48286e-38,9.47155e-02,0.00000e+00,0.00000e+00,1,1.88065e+01,1.88065e+01,9.55614e-01,0.00000e+00
-8.75209e+01,2.21088e-38,2.21088e-38,9.47155e-02,0.00000e+00,0.00000e+00,1,1.88447e+01,1.88447e+01,9.55614e-01,0.00000e+00
-8.76863e+01,1.93889e-38,1.93889e-38,9.47155e-02,0.00000e+00,0.00000e+00,1,1.88829e+01,1.88829e+01,9.55614e-01,0.00000e+00
-8.78518e+01,1.66690e-38,1.66690e-38,9.47155e-02,0.00000e+00,0.00000e+00,1,1.89212e+01,1.89212e+01,9.55614e-01,0.00000e+00
-8.80173e+01,1.39493e-38,1.39493e-38,9.47155e-02,0.00000e+00,0.00000e+00,1,1.89594e+01,1.89594e+01,9.55614e-01,0.00000e+00
-8.81828e+01,1.12294e-38,1.12294e-38,9.47155e-02,0.00000e+00,0.00000e+00,1,1.89976e+01,1.89976e+01,9.55614e-01,0.00000e+00
-8.83482e+01,8.50951e-39,8.50951e-39,9.47155e-02,0.00000e+00,0.00000e+00,1,1.90358e+01,1.90358e+01,9.55614e-01,0.00000e+00
-8.85137e+01,5.78976e-39,5.78976e-39,9.47155e-02,0.00000e+00,0.00000e+00,1,1.90741e+01,1.90741e+01,9.55614e-01,0.00000e+00
