"alpha","alpha_0","mu","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.81855,-0.81759,0.018662,1,0.85,0.5,0.85,0
-0.82174,-0.82078,0.018775,1,0.851,0.5,0.851,0
-0.82493,-0.82397,0.018888,1,0.852,0.5,0.852,0
-0.82812,-0.82716,0.019001,1,0.853,0.5,0.853,0
-0.83131,-0.83035,0.019114,1,0.854,0.5,0.854,0
-0.83451,-0.83354,0.019227,1,0.855,0.5,0.855,0
-0.8377,-0.83673,0.01934,1,0.856,0.5,0.856,0
-0.84089,-0.83992,0.019453,1,0.857,0.5,0.857,0
-0.84408,-0.84311,0.019566,1,0.858,0.5,0.858,0
-0.84727,-0.84631,0.019679,1,0.859,0.5,0.859,0
-0.85046,-0.8495,0.019792,1,0.86,0.5,0.86,0
-0.85305,-0.85208,0.019895,1,0.861,0.5,0.861,0
-0.85563,-0.85466,0.019997,1,0.862,0.5,0.862,0
-0.85821,-0.85725,0.0201,1,0.863,0.5,0.863,0
-0.8608,-0.85983,0.020202,1,0.864,0.5,0.864,0
-0.86338,-0.86241,0.020305,1,0.865,0.5,0.865,0
-0.86597,-0.865,0.020407,1,0.866,0.5,0.866,0
-0.86855,-0.86758,0.02051,1,0.867,0.5,0.867,0
-0.87113,-0.87016,0.020612,1,0.868,0.5,0.868,0
-0.87372,-0.87275,0.020715,1,0.869,0.5,0.869,0
-0.8763,-0.87533,0.020817,1,0.87,0.5,0.87,0
-0.87838,-0.87741,0.02091,1,0.871,0.5,0.871,0
-0.88045,-0.87948,0.021003,1,0.872,0.5,0.872,0
-0.88253,-0.88156,0.021095,1,0.873,0.5,0.873,0
-0.88461,-0.88364,0.021188,1,0.874,0.5,0.874,0
-0.88669,-0.88572,0.021281,1,0.875,0.5,0.875,0
-0.88876,-0.88779,0.021374,1,0.876,0.5,0.876,0
-0.89084,-0.88987,0.021466,1,0.877,0.5,0.877,0
-0.89292,-0.89195,0.021559,1,0.878,0.5,0.878,0
-0.895,-0.89402,0.021652,1,0.879,0.5,0.879,0
-0.89707,-0.8961,0.021745,1,0.88,0.5,0.88,0
-0.89873,-0.89776,0.021828,1,0.881,0.5,0.881,0
-0.90039,-0.89942,0.021912,1,0.882,0.5,0.882,0
-0.90206,-0.90108,0.021996,1,0.883,0.5,0.883,0
-0.90372,-0.90274,0.02208,1,0.884,0.5,0.884,0
-0.90538,-0.9044,0.022163,1,0.885,0.5,0.885,0
-0.90704,-0.90606,0.022247,1,0.886,0.5,0.886,0
-0.9087,-0.90773,0.022331,1,0.887,0.5,0.887,0
-0.91036,-0.90939,0.022415,1,0.888,0.5,0.888,0
-0.91202,-0.91105,0.022498,1,0.889,0.5,0.889,0
-0.91368,-0.91271,0.022582,1,0.89,0.5,0.89,0
-0.915,-0.91403,0.022657,1,0.891,0.5,0.891,0
-0.91632,-0.91535,0.022733,1,0.892,0.5,0.892,0
-0.91764,-0.91667,0.022808,1,0.893,0.5,0.893,0
-0.91896,-0.91799,0.022883,1,0.894,0.5,0.894,0
-0.92028,-0.91931,0.022959,1,0.895,0.5,0.895,0
-0.9216,-0.92063,0.023034,1,0.896,0.5,0.896,0
-0.92292,-0.92195,0.023109,1,0.897,0.5,0.897,0
-0.92425,-0.92327,0.023185,1,0.898,0.5,0.898,0
-0.92557,-0.92459,0.02326,1,0.899,0.5,0.899,0
-0.92689,-0.92592,0.023335,1,0.9,0.5,0.9,0
-0.92793,-0.92696,0.023403,1,0.901,0.5,0.901,0
-0.92898,-0.92801,0.02347,1,0.902,0.5,0.902,0
-0.93002,-0.92905,0.023537,1,0.903,0.5,0.903,0
-0.93107,-0.9301,0.023605,1,0.904,0.5,0.904,0
-0.93211,-0.93114,0.023672,1,0.905,0.5,0.905,0
-0.93316,-0.93219,0.023739,1,0.906,0.5,0.906,0
-0.9342,-0.93323,0.023807,1,0.907,0.5,0.907,0
-0.93525,-0.93428,0.023874,1,0.908,0.5,0.908,0
-0.93629,-0.93532,0.023941,1,0.909,0.5,0.909,0
-0.93734,-0.93637,0.024009,1,0.91,0.5,0.91,0
-0.93816,-0.93719,0.024069,1,0.911,0.5,0.911,0
-0.93899,-0.93802,0.024128,1,0.912,0.5,0.912,0
-0.93981,-0.93884,0.024188,1,0.913,0.5,0.913,0
-0.94063,-0.93966,0.024248,1,0.914,0.5,0.914,0
-0.94146,-0.94048,0.024307,1,0.915,0.5,0.915,0
-0.94228,-0.94131,0.024367,1,0.916,0.5,0.916,0
-0.9431,-0.94213,0.024427,1,0.917,0.5,0.917,0
-0.94392,-0.94295,0.024486,1,0.918,0.5,0.918,0
-0.94475,-0.94378,0.024546,1,0.919,0.5,0.919,0
-0.94557,-0.9446,0.024606,1,0.92,0.5,0.92,0
-0.94621,-0.94524,0.024658,1,0.921,0.5,0.921,0
-0.94686,-0.94589,0.02471,1,0.922,0.5,0.922,0
-0.9475,-0.94653,0.024762,1,0.923,0.5,0.923,0
-0.94815,-0.94718,0.024815,1,0.924,0.5,0.924,0
-0.94879,-0.94782,0.024867,1,0.925,0.5,0.925,0
-0.94943,-0.94846,0.024919,1,0.926,0.5,0.926,0
-0.95008,-0.94911,0.024972,1,0.927,0.5,0.927,0
-0.95072,-0.94975,0.025024,1,0.928,0.5,0.928,0
-0.95137,-0.9504,0.025076,1,0.929,0.5,0.929,0
-0.95201,-0.95104,0.025128,1,0.93,0.5,0.93,0
-0.95251,-0.95154,0.025173,1,0.931,0.5,0.931,0
-0.95301,-0.95204,0.025218,1,0.932,0.5,0.932,0
-0.95351,-0.95254,0.025264,1,0.933,0.5,0.933,0
-0.95401,-0.95304,0.025309,1,0.934,0.5,0.934,0
-0.95451,-0.95354,0.025354,1,0.935,0.5,0.935,0
-0.95501,-0.95404,0.025399,1,0.936,0.5,0.936,0
-0.95551,-0.95454,0.025444,1,0.937,0.5,0.937,0
-0.95601,-0.95504,0.025489,1,0.938,0.5,0.938,0
-0.95651,-0.95554,0.025534,1,0.939,0.5,0.939,0
-0.95701,-0.95604,0.025579,1,0.94,0.5,0.94,0
-0.95739,-0.95642,0.025617,1,0.941,0.5,0.941,0
-0.95777,-0.9568,0.025655,1,0.942,0.5,0.942,0
-0.95816,-0.95718,0.025693,1,0.943,0.5,0.943,0
-0.95854,-0.95757,0.025731,1,0.944,0.5,0.944,0
-0.95892,-0.95795,0.025769,1,0.945,0.5,0.945,0
-0.9593,-0.95833,0.025807,1,0.946,0.5,0.946,0
-0.95969,-0.95872,0.025845,1,0.947,0.5,0.947,0
-0.96007,-0.9591,0.025882,1,0.948,0.5,0.948,0
-0.96045,-0.95948,0.02592,1,0.949,0.5,0.949,0
-0.96084,-0.95986,0.025958,1,0.95,0.5,0.95,0
-0.96112,-0.96015,0.025989,1,0.951,0.5,0.951,0
-0.96141,-0.96044,0.02602,1,0.952,0.5,0.952,0
-0.9617,-0.96073,0.026051,1,0.953,0.5,0.953,0
-0.96199,-0.96101,0.026082,1,0.954,0.5,0.954,0
-0.96227,-0.9613,0.026113,1,0.955,0.5,0.955,0
-0.96256,-0.96159,0.026144,1,0.956,0.5,0.956,0
-0.96285,-0.96187,0.026175,1,0.957,0.5,0.957,0
-0.96313,-0.96216,0.026206,1,0.958,0.5,0.958,0
-0.96342,-0.96245,0.026237,1,0.959,0.5,0.959,0
-0.96371,-0.96274,0.026268,1,0.96,0.5,0.96,0
-0.96392,-0.96294,0.026292,1,0.961,0.5,0.961,0
-0.96412,-0.96315,0.026316,1,0.962,0.5,0.962,0
-0.96433,-0.96336,0.02634,1,0.963,0.5,0.963,0
-0.96454,-0.96357,0.026364,1,0.964,0.5,0.964,0
-0.96475,-0.96378,0.026388,1,0.965,0.5,0.965,0
-0.96496,-0.96398,0.026412,1,0.966,0.5,0.966,0
-0.96517,-0.96419,0.026436,1,0.967,0.5,0.967,0
-0.96537,-0.9644,0.02646,1,0.968,0.5,0.968,0
-0.96558,-0.96461,0.026484,1,0.969,0.5,0.969,0
-0.96579,-0.96482,0.026508,1,0.97,0.5,0.97,0
-0.96593,-0.96496,0.026525,1,0.971,0.5,0.971,0
-0.96607,-0.9651,0.026543,1,0.972,0.5,0.972,0
-0.96621,-0.96524,0.02656,1,0.973,0.5,0.973,0
-0.96635,-0.96538,0.026577,1,0.974,0.5,0.974,0
-0.96649,-0.96552,0.026594,1,0.975,0.5,0.975,0
-0.96663,-0.96566,0.026611,1,0.976,0.5,0.976,0
-0.96677,-0.9658,0.026628,1,0.977,0.5,0.977,0
-0.96691,-0.96594,0.026645,1,0.978,0.5,0.978,0
-0.96705,-0.96608,0.026662,1,0.979,0.5,0.979,0
-0.9672,-0.96622,0.02668,1,0.98,0.5,0.98,0
-0.96728,-0.9663,0.02669,1,0.981,0.5,0.981,0
-0.96736,-0.96638,0.0267,1,0.982,0.5,0.982,0
-0.96744,-0.96646,0.02671,1,0.983,0.5,0.983,0
-0.96752,-0.96655,0.026721,1,0.984,0.5,0.984,0
-0.9676,-0.96663,0.026731,1,0.985,0.5,0.985,0
-0.96768,-0.96671,0.026741,1,0.986,0.5,0.986,0
-0.96776,-0.96679,0.026752,1,0.987,0.5,0.987,0
-0.96784,-0.96687,0.026762,1,0.988,0.5,0.988,0
-0.96793,-0.96695,0.026772,1,0.989,0.5,0.989,0
-0.96801,-0.96703,0.026782,1,0.99,0.5,0.99,0
-0.96803,-0.96706,0.026786,1,0.991,0.5,0.991,0
-0.96806,-0.96709,0.026789,1,0.992,0.5,0.992,0
-0.96809,-0.96711,0.026793,1,0.993,0.5,0.993,0
-0.96811,-0.96714,0.026796,1,0.994,0.5,0.994,0
-0.96814,-0.96717,0.026799,1,0.995,0.5,0.995,0
-0.96817,-0.96719,0.026803,1,0.996,0.5,0.996,0
-0.96819,-0.96722,0.026806,1,0.997,0.5,0.997,0
-0.96822,-0.96724,0.02681,1,0.998,0.5,0.998,0
-0.96825,-0.96727,0.026813,1,0.999,0.5,0.999,0
-0.96827,-0.9673,0.026817,1,1,0.5,1,0
